,Title,Organization,Skills,Ratings,Review counts,Metadata
884,Xbox Product Manager,SoFi," User Story, Product Planning, User Interface (UI), Competitive Analysis, Product Roadmaps, User Interface and User Experience (UI/UX) Design, Stakeholder Management, Market Research, Product Management, Usability, Design Thinking, Mockups, Consumer Behaviour, Usability Testing, Wireframing, Market Analysis, Stakeholder Communications, New Product Development, Quality Assurance and Control, Product Development",,,Beginner · Specialization · 3 - 6 Months
885,Introduction to Business Analysis,University of Pennsylvania," Requirements Elicitation, Business Analysis, Requirements Analysis, Digital Transformation, Business Process, Gap Analysis, Business Requirements, Business Transformation, Stakeholder Engagement, Stakeholder Communications, Project Management, Change Management",,,Mixed · Course · 1 - 4 Weeks
886,Effective Compliance Programs,University of Michigan," Compliance Training, Compliance Management, Compliance Auditing, Communication Planning, Internal Communications, Procedure Development, Continuous Monitoring, Governance Risk Management and Compliance, Culture Transformation, Industrial and Organizational Psychology, Ethical Standards And Conduct, Psychology",,,Intermediate · Course · 1 - 4 Weeks
887,Generative AI for Healthcare,"University of California, Davis"," Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Google Cloud Platform, ChatGPT, Artificial Intelligence, Supervised Learning, Machine Learning, Deep Learning, Natural Language Processing, Healthcare Industry Knowledge",,,Beginner · Specialization · 3 - 6 Months
888,Healing with the Arts,Novartis," Journals, Storytelling, Personal Development, Growth Mindedness, Liberal Arts, Self-Awareness, Emotional Intelligence, Writing, Overcoming Obstacles",4.6,325 reviews,Beginner · Course · 1 - 4 Weeks
889,"Information Systems Auditing, Controls and Assurance",Illinois Tech," Systems Development Life Cycle, Information Assurance, Internal Controls, Information Systems Security, Compliance Auditing, Risk Management, Security Controls, Change Management, System Implementation, System Monitoring, Risk Analysis, Risk Mitigation, Software Development",4.7,23 reviews,Advanced · Course · 1 - 3 Months
890,Advanced Global Procurement and Sourcing,The Hong Kong University of Science and Technology," Supplier Quality Management, Procurement, Strategic Sourcing, Enterprise Resource Planning, Purchasing, Environmental Social And Corporate Governance (ESG), Strategic Partnership, Business Risk Management, Key Performance Indicators (KPIs), Supplier Relationship Management, Supply Chain, Risk Management, Derivatives, Organizational Structure, Consolidation, Supplier Management, Talent Management, Robotic Process Automation, Supply Chain Management, Risk Mitigation",4.5,3.8K reviews,Beginner · Course · 1 - 4 Weeks
891,Computational Thinking for Problem Solving,Meta," Computational Thinking, Algorithms, Pseudocode, Analytical Skills, Computer Science, Python Programming, Data Structures, Computer Hardware, Computer Programming, Analysis, Computer Architecture, Debugging",4.7,753 reviews,Beginner · Course · 1 - 3 Months
892,Everyday Excel,Georgia Institute of Technology," Data Import/Export, Microsoft Excel, Regression Analysis, Data Validation, Data Visualization, Depreciation, Spreadsheet Software, Data Management, Excel Macros, Data Cleansing, Excel Formulas, Statistical Modeling, Financial Analysis, Cash Flows, Predictive Modeling, Financial Modeling, Data Analysis Expressions (DAX), Mathematical Modeling, Complex Problem Solving, Automation",4.7,2.1K reviews,Mixed · Course · 1 - 3 Months
893,Equine Welfare and Management,University of Pennsylvania," Preventative Care, Injury Prevention, Vital Signs, Safety Assurance, Environment Health And Safety, Health Assessment, Behavior Management, Food and Beverage, Treatment Planning, Emergency Response, Anatomy, Psychology",4.9,953 reviews,Beginner · Course · 1 - 4 Weeks
894,Mindfulness and Well-being,Rutgers the State University of New Jersey," Growth Mindedness, Stress Management, Resilience, Personal Development, Self-Awareness, Compassion, Positivity, Empathy, Mental Health, Mental Concentration, Interpersonal Communications, Communication, Emotional Intelligence, Relationship Building, Social Justice, Persistence, Overcoming Obstacles, Patience, Goal Setting, Open Mindset",4.8,39 reviews,Intermediate · Specialization · 3 - 6 Months
895,GPU Programming,IBM," Artificial Neural Networks, Image Analysis, Event-Driven Programming, C and C++, Scalability, Applied Machine Learning, Deep Learning, Natural Language Processing, Artificial Intelligence and Machine Learning (AI/ML), Performance Tuning, Linear Algebra, Distributed Computing, Computer Hardware, Mathematical Software, Computer Vision, Computer Architecture, Computer Systems, Data Structures, Performance Testing, System Programming",2.7,443 reviews,Beginner · Course · 1 - 4 Weeks
896,Diseño de Experiencia del Usuario (UX) de Google,University of Pennsylvania," Storyboarding, User Experience Design, Design Reviews, Figma (Design Software), UI/UX Research, Wireframing, User Story, Usability Testing, Information Architecture, Mockups, Adobe XD, Ideation, Responsive Web Design, User Experience, Design Elements And Principles, User Research, User Interface and User Experience (UI/UX) Design, User Centered Design, Human Factors, Persona (User Experience)",4.8,1.4K reviews,Beginner · Course · 1 - 4 Weeks
897,Anatomy of the Head and Spine ,University of Colorado Boulder," Anatomy, Image Analysis, Radiology",4.9,3.9K reviews,Beginner · Specialization · 3 - 6 Months
898,Troubles du spectre de l'autisme : interventions,L&T EduTech," Parent Communication, Positive Behavior Support, Disabilities, Pediatrics, Child Welfare, Education and Training, Mental and Behavioral Health Specialties, Occupational Therapy, Family Therapy, Psychotherapy, Human Development, Interpersonal Communications, Research, Classroom Management, Group Therapy, Treatment Planning, Behavior Management, Program Evaluation",4.8,97 reviews,Intermediate · Specialization · 3 - 6 Months
899,Relationship Management and Business Development ,"University of California, Davis"," Rapport Building, Cross Selling, Business Communication, Relationship Building, New Business Development, Professional Networking, Upselling, Business Relationship Management, Client Services, Account Management, B2B Sales, Business Development, Customer Relationship Management, Strategic Partnership, Market Opportunities, Active Listening, Customer Insights",4.3,389 reviews,Beginner · Course · 1 - 3 Months
900,PostgreSQL for Everybody,University of Michigan," Goal Setting, Emotional Intelligence, Personal Development, Overcoming Obstacles, Empathy, Positive Behavior Support, Optimism, Self-Awareness, Self-Motivation, Persistence, Growth Mindedness, Psychology, Creativity, Mental Concentration, Curiosity, Research Methodologies",4.7,1.3K reviews,Intermediate · Specialization · 3 - 6 Months
901,Introduction to Cybersecurity Fundamentals,Coursera Instructor Network," Data Storytelling, Decision Making, Critical Thinking, Database Design, Data Manipulation, Data Presentation, Power BI, Data Visualization, Exploratory Data Analysis, Feature Engineering, Interactive Data Visualization, Data Analysis Expressions (DAX), Human Centered Design, Storyboarding, Classification And Regression Tree (CART), SQL, Applied Machine Learning, Problem Solving, Data Modeling, Machine Learning Algorithms",4.6,734 reviews,Beginner · Course · 1 - 4 Weeks
902,BI Essentials for Finance Analysts (Power BI Edition),Corporate Finance Institute," Natural Language Processing, Keras (Neural Network Library), Artificial Neural Networks, PyTorch (Machine Learning Library), Deep Learning, Tensorflow, Text Mining, Machine Learning",4.8,123 reviews,Beginner · Specialization · 3 - 6 Months
903,Medical Terminology I,Rice University," Process Improvement, Process Management, Business Process, Process Analysis, Business Process Improvement, Performance Improvement, Quality Improvement, Process Mapping, Operations Management, Quality Management, Six Sigma Methodology, Return On Investment, Change Management, Performance Measurement, Risk Management, Business Technologies, Project Management, Key Performance Indicators (KPIs)",4.9,619 reviews,Beginner · Course · 1 - 3 Months
904,Ecology: Ecosystem Dynamics and Conservation,American Museum of Natural History," Market Opportunities, Team Building, Project Management, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Data Science, Artificial Neural Networks, Cross-Functional Collaboration, Machine Learning, Strategic Thinking, Business Ethics, Deep Learning, Business Administration",4.8,3.3K reviews,Intermediate · Course · 1 - 3 Months
905,Diseño de Experiencia del Usuario (UX) de Google,Google," Language Learning, Language Interpretation, Translation, and Studies, Vocabulary, Grammar",4.8,4.9K reviews,Beginner · Professional Certificate · 3 - 6 Months
906,Introduction to Google SEO,"University of California, Davis"," Software Architecture, Engineering Management, Goal Setting, Systems Design, Technical Management, API Design, Technical Product Management, Cross-Functional Collaboration, Recruitment, Program Management, Team Performance Management, Management Training And Development, Microservices, Employee Retention, Employee Coaching, Talent Management, Leadership and Management, Talent Acquisition, Communication, Conflict Management",4.6,10K reviews,Beginner · Course · 1 - 4 Weeks
907,Developing Mobile Apps with Flutter,IBM," Reconciliation, Financial Statements, Financial Statement Analysis, Income Statement, Balance Sheet, Financial Reporting, Financial Analysis, Bookkeeping, Accounting, Analysis, Business Metrics, General Accounting, Cash Flows, Sales Tax, Payroll",4.5,53 reviews,Beginner · Specialization · 3 - 6 Months
908,Data Science Ethics,University of Michigan," Environment, Systems Thinking, Natural Resource Management, Environmental Issue, Environment and Resource Management, Life Sciences, Social Studies, Mathematical Modeling, Scientific Methods",4.7,1.2K reviews,Beginner · Course · 1 - 3 Months
909,Искусственный Интеллект (ИИ) для всех,DeepLearning.AI," SQL, Linux, Endpoint Security, Database Management, HTML and CSS, Incident Response, Relational Databases, Network Security, Database Systems, Vulnerability Scanning, Linux Administration, File Systems, Routing Protocols, OSI Models, Responsive Web Design, Hypertext Markup Language (HTML), Application Development, TCP/IP, Scripting, MySQL",4.9,121 reviews,Beginner · Course · 1 - 4 Weeks
910,International Marketing & Cross Industry Growth,Yonsei University," HTML and CSS, Web Design and Development, Hypertext Markup Language (HTML), Cascading Style Sheets (CSS), Web Development, Web Applications, Front-End Web Development, Web Design, Javascript, Full-Stack Web Development, Interactive Design, Scripting",4.7,2.3K reviews,Beginner · Specialization · 3 - 6 Months
911,Real-World Engineering Management,Advancing Women in Tech," Socioeconomics, Social Studies, Economic Development, Social Sciences, Economics, International Relations, Political Sciences, Demography, Policy Analysis, Governance",4.6,74 reviews,Beginner · Specialization · 1 - 3 Months
